user_id,username
1,_Adam_
2,_dirty_
3,1971bernat
4,1noa
5,2beerdogs
6,510a
7,a77cj7
8,AApparel
9,AaronBurr
10,aasher
11,abcdefghijkyle
12,abkaroll
13,ablackard
14,Acforster2
15,acurtis
16,adacovsk
17,Adamostella
18,adipilla8708
19,adkieffer
20,AdmiralOzone
21,afdempse
22,afsdan
23,AgentMunky
24,ahubal
25,Aisha
26,ajm5108
27,ajs4bd
28,akorsak
29,AlaskanYoung
30,Aleforme
31,alexgash
32,alli4051
33,allrecreational
34,almychristopher
35,alpenglocken
36,AltBock
37,Amalak
38,amalburg
39,AMCimpi
40,AmitC
41,andrenaline
42,andrewborstein
43,appenzeller
44,aracauna
45,argock
46,arizcards
47,arr3388
48,ArrogantB
49,arusso13
50,asabreed
51,Aschap
52,Asics
53,Asics
54,atomicnemesis
55,ATPete
56,atr2605
57,aussiebeer
58,avaldivia
59,Bad_Attitude_Brews
60,badmotorgrunge
61,baklo
62,Bammer21
63,Bammer21
64,BARFLYB
65,barnzy78
66,bcm119
67,bcm75
68,BDeibs
69,Bdel34
70,BDJake
71,BdM
72,beagle75
73,Beaver13
74,beer2day
75,Beer4Baltimore
76,Beerandraiderfan
77,beerceller99
78,BeerCentralWA
79,BeerDrinkingRhino
80,Beer-Ed
81,BeerFMAndy
82,BeerForHokie
83,beerguy101
84,BeerLover99
85,BeerManDan
86,BeerNDoggerel
87,beernut7
88,BeerResearcher
89,beerrooster
90,beersdmf17
91,beertaster13
92,beertunes
93,beertunes
94,Beervana
95,Benish
96,BerkeleyBeerMan
97,bhatch729
98,bibo_ergo_sum
99,biboergosum
100,biegaman
101,bifrost17
102,bigdeuce
103,bigfnjoe
104,BigMike
105,BigMike
106,bigred89
107,BirdFlu
108,Birdiebeagle
109,Birmz
110,bitterthebetter
111,bjames08
112,blackc5
113,blackduckny
114,blake58
115,Blaze5445
116,blklab2007
117,blue-dream
118,bluejacket74
119,BlueSpader
120,bluntedboywonder
121,BMart
122,BMMillsy
123,Bnoise11
124,Boilermaker88
125,bonz696
126,Boto
127,Bouleboubier
128,bourbonbock
129,Boz12
130,Braden
131,bradleyp
132,brakspear
133,Braz
134,Brewski
135,Brian1357
136,Brian700
137,Briken
138,brother_rat
139,brotherloco
140,BrownAleMale
141,Brutaltruth
142,Bryan12345
143,Bryan12345
144,Bryan12345
145,brywhite
146,BTFU
147,BubbleBobble
148,BuckeyeNation
149,BuffaloTapHugger
150,Buggies
151,Bugs318
152,BullBearHawk
153,Bum4ever
154,bum732
155,bumchilly25
156,Bunman3
157,bylerteck
158,byronic
159,callmemickey
160,CanisMajor
161,carln26
162,Carloco
163,Casey10
164,CB2maltygoodness
165,cfaulman
166,Chackman151
167,CHADMC3
168,ChainGangGuy
169,champ103
170,Chaney
171,charlatan
172,ChaseTheAce
173,Chibeerguy1
174,Chibeerguy1
175,chickencoop
176,chickenm
177,CHickman
178,chill-i-am
179,chiral3
180,Choppin-Banana
181,chrisfallon83
182,chrisms86
183,chuckgietzen
184,ChugMan
185,Chugs13
186,Cicerone-Dustin
187,cjac
188,CJDUBYA
189,cjgator3
190,cjgator3
191,cjgator3
192,CJNAPS
193,ClockworkOrange
194,cmq103
195,cmukid87
196,coastiefish
197,ColdOneKev
198,ColForbinBC
199,ColForbinBC
200,coltonbrimhall
201,CoolEthan
202,corby112
203,corby112
204,Coronaeus
205,Corson
206,CoryR
207,Cpmitchno1
208,cre83
209,cvfish
210,cvstrickland
211,Cynic-ale
212,Czequershuus
213,DaftCaskBC
214,DamienI
215,DamienI
216,DanGeo
217,DanielClouser
218,danield3
219,Daniellobo
220,Dank26
221,danotronik
222,Darkmagus82
223,Darkmagus82
224,david18
225,Dbenitez
226,dbfp210
227,dbrauneis
228,dbrauneis
229,dcmchew
230,DCon
231,deereless
232,deford
233,delalove
234,Delephant
235,denimdemon
236,deonreds
237,Derek
238,Derek
239,devilfluff
240,Devinph
241,dexterk1
242,Dface
243,dfhhead25
244,Dicers
245,diddly
246,digboy
247,DIM
248,DIPAFAN
249,dirtylou
250,Discos2
251,distantmantra
252,djre4orm
253,djrn2
254,Dloschiavo
255,Docer
256,Dogbrick
257,dogfishandi
258,donationcup
259,DonFrap
260,donnebaby
261,donspublic
262,DoubleJ
263,DoubleJ
264,doughanson78
265,drabmuh
266,Dragginballs76
267,draheim
268,DrBier
269,DrBier
270,drcarver
271,DrDemento456
272,Drhall36
273,Drink_LocalSD
274,DrinkSlurm
275,DrinkThemAll
276,DrJones
277,drpimento
278,drpimento
279,DrScotch
280,drummermattie02
281,dtm426
282,dudecandle
283,Duff27
284,Dutchcraftbeergeek
285,dvmin98
286,EDAPOE51
287,edhizdeid
288,edwardkersh
289,EgadBananas
290,Ego
291,egrace84
292,egrandfield
293,Eiwatts9
294,ejimhof
295,ejimhof
296,EJJ1848
297,ekobrien
298,elgiacomo
299,ElGordo
300,ellswrth
301,emerge077
302,emerge077
303,emottram
304,EnthusedAboutBeer
305,EPICAC
306,erok
307,ESeab
308,EspressoGuy
309,ethanmc12
310,evanschaaf
311,EvanTJ
312,Exiled
313,Fabric8r
314,facundoCNB
315,FalconA
316,FalconA
317,fav920
318,Fcolle2
319,feloniousmonk
320,ffshore545
321,Finatic
322,fivetime
323,fizzyted
324,flagmantho
325,flexabull
326,flyers1980
327,ford0626
328,foretheloveofbeer
329,foureyedgeek
330,foxyaardvark27
331,Franch
332,franman
333,freed
334,freewill35
335,frekky
336,froghop
337,Fusebuddy
338,FuselGuy
339,Gagnonsux
340,GarrisWH
341,garthwaite
342,garuda
343,Gator_Chomp
344,GbVDave
345,gdfan47
346,GeoffFromSJ
347,GeoffreyM
348,Gerred
349,gford217
350,ghebel
351,GiantMidget
352,Giantspace
353,GilGarp
354,GJ40
355,glid02
356,gniv
357,goblue30
358,goindownsouth
359,GratefulBeerGuy
360,GreenCard
361,GreenCard
362,greenspointexas
363,GRG1313
364,GRG1313
365,grogged
366,GRPunk
367,Gueuzedude
368,Guinnsslvr
369,Gusler
370,GWC
371,Gww1864
372,Hainesworth
373,Halcyondays
374,hankf44
375,Hanzo
376,hardcor33
377,harrymel
378,Haybeerman
379,hayesjw
380,Hayley_86
381,HochFliegen
382,Hojaminbag
383,Hollybee
384,homebrew311
385,honeybrewer
386,hopfacebrew
387,Hopfenpeter
388,Hopfenpeter
389,hophead247
390,Hopheadjeffery
391,Hopmarc
392,Hopmodium
393,Hoppaholic
394,hoppymcgee
395,HopsMatt
396,hopsolutely
397,hosehead83
398,howard12
399,hreb
400,Hudson2508
401,hughesm12
402,Huhzubendah
403,iatethecloudsfor
404,IBUnit63
405,IceAce
406,icehawk
407,iDrake
408,Idrankthat
409,iL0VEbeer
410,ilikebeer03
411,illidurit
412,Imstillthegman
413,indiapaleale
414,industrialswill
415,Inglewood
416,injuredreserve
417,InspectorBob
418,IPAchris
419,IPAFrankieH
420,irishgreensoda
421,IronDjinn
422,IronLover
423,Ispeakforthetrees
424,ithinkimasofa
425,ivegot3Dvision
426,izzyismyrott
427,jaidenjb
428,jakea
429,Jakethesnake503
430,James_Cody
431,JamesS
432,Jameswoody
433,jamie2dope
434,jasinviso
435,jayhawk73
436,Jaypeajus
437,jaypurvis
438,JBetz
439,jcalabre
440,jcubz
441,Jd2391
442,jdense
443,JDizz
444,jeffjeff1
445,Jenray
446,JerzDevl2000
447,jfcaa193
448,jgunther71
449,JimmyTango
450,jjboesen
451,JJStorm
452,JLapadura
453,jlindros
454,jmarsh123
455,jmccraney
456,jminsc76
457,JMS1512
458,jneff33
459,JNForsyth
460,jngrizzaffi
461,JNickerson12
462,joemcgrath27
463,JoePetto
464,Joey1566
465,johlac66
466,JohnfromDublin
467,JohnnieNepal
468,johnnnniee
469,JohnnyBarman
470,JohnnyNicks
471,JohnnyNicks
472,JohnQVegas
473,JonB25
474,Jordan
475,jpbebeau
476,jpd7374
477,jrfehon33
478,jrhottle
479,jroof1
480,jsanto
481,JSBILK
482,jshusc
483,jsilva
484,jstilwell
485,jtd335
486,jtfest
487,jtierney89
488,Jtrigonis
489,jujubeast6000
490,jwc215
491,jwhancher
492,JWU
493,Kadonny
494,Kadonny
495,kaelingirl
496,kaelingirl
497,KalanM
498,karatebartender
499,Kastler
500,kbarnes9
501,Kcoondawg
502,Keener
503,kell50
504,Kendo
505,Kenny
506,kevanb
507,Kevinpitts
508,Kevlee722
509,KevMo84
510,Keyportnick
511,KFBR392
512,khooke
513,kickerofelves
514,kidzord
515,kif
516,KiMiRaiK
517,kingcrowing
518,KingHoppy
519,kinopio
520,kjkinsey
521,Kmlund
522,Knapp85
523,Knapp85
524,Knapp85
525,kodt
526,KoG
527,kojevergas
528,koopa
529,Kopfschuss
530,kotzbauerm
531,krberg
532,krome
533,kustard
534,kylehay2004
535,langchops
536,Lantern
537,LarBob1969
538,Lare453
539,laymansbeerfan
540,Lazaro
541,LazyL
542,Lcoblentz
543,leedorham
544,LeftHanded666
545,leftoverburrito
546,lern
547,letsgodrinking
548,Lexluthor33
549,LexShaw89
550,LilBeerDoctor
551,LilBeerDoctor
552,LJWalker
553,LKFH
554,loganburgh
555,lonestarstate97
556,Long813
557,Loogs
558,Lovely85
559,LoveStout
560,lstokes
561,LTreezly
562,Lucular
563,LukeGude
564,lwillitz
565,MacStinson
566,mactrail
567,mactrail
568,MADhombrewer
569,magnj
570,Magpie14
571,MaltyGoodness
572,Mark
573,MarkyMOD
574,marty717
575,mattmaples
576,Mattybuchs
577,maximum12
578,MaximumYuks
579,MBruckerATC
580,mcsauter82
581,mcsoupman
582,MDDMD
583,MeanJoe
584,Mebuzzard
585,meeekyh
586,mendvicdog
587,mentor
588,metter98
589,metter98
590,metter98
591,mfavoino
592,Mfdsr1
593,MFMB
594,mhaugo
595,mhaugo
596,micahmye
597,microbrewlover
598,midaszero
599,midlifec
600,mikey711
601,minterro
602,mistahmojoryan
603,MisterClean
604,misterscooter
605,mjbrewboy
606,mjw1200
607,mklisz
608,Mlkluther
609,mmenard169
610,mmulebarn
611,MNBeerGeek
612,MNPikey
613,MNPikey
614,MobBarley
615,Mojoman8561
616,moltch
617,MonDak_Joe1953
618,Monkeypaws
619,Moose90
620,mooseo
621,Mora2000
622,moundbz
623,moysauce
624,mpayne5
625,MrDanno96
626,mrfrancis
627,mrkinnex
628,mrleebob
629,MrNuggets
630,MrUse
631,MSandahl23
632,mscudder
633,mstyne
634,msubulldog25
635,msumike89
636,mthomp081
637,MTKATL
638,muchloveforhops3
639,Murrhey
640,MustangPauli
641,MV_CHI-NS
642,Nachos4two
643,Nage37
644,Nat1975
645,NateF90
646,ncworster
647,NeverSettle
648,nfo
649,ngeunit1
650,NHhomebrewguy
651,NiceGuyMike
652,nickfl
653,nickfl
654,Nickls
655,NickThePyro
656,NilocRellim
657,NittanyBeerFan
658,NJBeer265
659,NJpadreFan
660,noblittjared
661,Noboatfred
662,NolaHopHead
663,Nolster
664,notchucknorris
665,Noxious26
666,nstroup
667,Nugganooch
668,NWer
669,OldSchoolGamer
670,olmatty
671,One_Man_Gang
672,orangesol
673,oriolesfan4
674,OStrungT
675,ovaltine
676,OZz
677,PacNWDad
678,PACNWipaFan
679,palealeale
680,pat61
681,patm1986
682,Patrick999
683,pauldevay
684,PDOR1960
685,PDXHops
686,Pencible
687,Perducci
688,petewheeler
689,Petorian13
690,PhantomVodoo
691,philbertk
692,PhillyStyle
693,Phillyz
694,PHKrames
695,Phyl21ca
696,Phyl21ca
697,piclee
698,Piddmeista
699,Pillowburn
700,PJT
701,Plissken
702,pm5k00
703,pokesbeerdude
704,popery
705,PopnLoads
706,poppyjohn
707,portia99
708,ppoitras
709,Preluderl
710,Pro_Magnon
711,projhex
712,prtwin2a
713,psmith161
714,pstam87
715,putnam
716,randylangford
717,rangerred
718,Rastacouere
719,Rayek
720,RblWthACoz
721,Reagan1984
722,RedAleMan
723,RedDiamond
724,RedDiamond
725,Redrover
726,Reidrover
727,reinheitsgebot83
728,Rempeba
729,Rempo
730,RenoZymurgist
731,REVZEB
732,rfgetz
733,rfgetz
734,rfreed
735,Ricelikesbeer
736,RichH55
737,RichH55
738,richj1970
739,richj1970
740,Rick_Ereth
741,Rickythejeweler
742,ridgeline23
743,rileywr
744,Rimbimhoot
745,riored4v
746,Ristaccia
747,RKeyser
748,rmehughes
749,roan22
750,RobGWS
751,RobinLee
752,robotic_being
753,rodbeermunch
754,rodrigueZflyingf0x
755,RollTide7
756,rolltide8425
757,RonfromJersey
758,RoyalT
759,Rschis16
760,rspauldi
761,Rub_This_BBQ
762,Rubenjr
763,Rumrunner
764,Rutager
765,ryser2k
766,sahd-1
767,SaisonRichBiere
768,Sammy
769,Sammy
770,SanDiegoBeerLove
771,Saskadan
772,sasky7777
773,Sathanas
774,Satsuma
775,SaxmanRick
776,sbxx
777,scelia1412
778,Schmaltz33
779,schopenhauerale
780,schris
781,SciFritz
782,scootsmal
783,ScottyBonzai
784,scruffwhor
785,sdtardio
786,SeamusDoyle
787,secondtooth
788,secondtooth
789,SenseiCaco
790,sgregory
791,ShadyJay
792,ShanePB
793,Shawkabukoo
794,shelby415
795,ShemRahBoo
796,shirtless_mike
797,shredder83
798,sinistersteve
799,SirDirtJoe
800,sisterofba
801,skaboom420
802,Slatetank
803,Sloanerb
804,Slongie
805,Smarty_Pints
806,smchenry75
807,SMH_NWI
808,SMITHAND
809,SmithyAlan
810,smonice
811,snaotheus
812,SocalKicks
813,Socialiste
814,SolipsismalCat
815,SoniaB
816,soulfly1492
817,Sound_Explorer
818,SpectralAbyss
819,speedvagen
820,Spica66
821,Spikester
822,spinrsx
823,SPRichard
824,stakem
825,staque
826,staticmaneuver
827,steelerguy
828,Stephiep1909
829,Stinkypuss
830,Stizz19
831,StJamesGate
832,StonedTrippin
833,StonePhil
834,Stoutfan23DJ
835,strongaf
836,Suds
837,sukwonee
838,Supersweetshirts
839,sweemzander
840,t0rin0
841,taigor
842,Tanger112
843,TasteTester
844,tastocke
845,tavernjef
846,techcommdood
847,TedStrosser
848,Telestic
849,tempest
850,Texasfan549
851,TGS
852,thain709
853,TheBrewo
854,TheBrewsky
855,thebrood1987
856,thecheapies
857,TheFightfan1
858,thefullpython
859,TheGent
860,TheLevi4000
861,TheMadStork
862,TheManiacalOne
863,TheMultiYeast
864,TheNightwatchman
865,TheRougeBastard
866,TheSevenDuffs
867,TheTinDoor
868,thewimperoo
869,thinwhiteduke
870,thinwhiteduke
871,ThisWangsChung
872,Thrasher
873,timiskin
874,TimoP
875,Timtac
876,timwardjr
877,tjdemon
878,tkdchampxi
879,tlazaroff
880,tm_bennett
881,tmars13
882,TMoney2591
883,tobelerone
884,ToddT
885,tommy5
886,TomWight
887,Tonyole
888,Treb0R
889,Treebs
890,Treyliff
891,tsauce2
892,tuckerlikesbeer
893,TurtleCove
894,tvenne
895,twelveinches
896,twillingthenoz
897,UCLABrewN84
898,UCLABrewN84
899,Ultimate
900,ummswimmin
901,UncleFrank
902,uncleotis
903,Underdogbisco
904,unHipHopHead
905,vande
906,velosuds
907,vfgccp
908,vicsju1991
909,Vidblain
910,vikingloki
911,virinow
912,vitters03
913,VonZipper
914,waiting4lunch
915,wanderingspirit
916,WastingFreetime
917,WaterCzar
918,watermelonman
919,wattie83
920,wbillw
921,WDJersey
922,WDJersey
923,weaselchew
924,weeare138
925,wertschy
926,West_Chester_Ale_Tester
927,WetCoaster
928,wethorseblanket
929,wfreitag
930,WillCarrera
931,williamherbert
932,williamjbauer
933,WillieMoe
934,WillieThreebiers
935,winomark
936,wiseguy142
937,wl0307
938,woemad
939,womencantsail
940,WoodBrew
941,woodychandler
942,woodychandler
943,wordemupg
944,Wowcoolman
945,WVbeergeek
946,WVbeergeek
947,wvsabbath
948,wwoj
949,xhcadamx
950,XmnwildX12
951,XmnwildX12
952,Yagman3000
953,yancot
954,Yanzo
955,yeastsipper
956,yergermeister
957,yergermeister
958,yesyouam
959,ygtbsm94
960,yourefragile
961,yummybeer
962,zacharius
963,ZAP
964,zbooks
965,zekeman17
966,zekeman17
967,zestar
968,Zuidman
